ts,magnitudes,longitude,latitude,,
2024/1/25 2:35:58.613,2.8,78.678,41.133,,
2024/1/25 2:34:23.007,3.2,78.614,41.102,,
2024/1/25 2:30:53.604,2.2,78.45,41.093,,
2024/1/25 2:26:51.964,2.3,78.61,41.106,,
2024/1/25 2:24:25.559,2.2,78.805,41.331,,
2024/1/25 2:23:27.834,2.4,78.723,41.005,,
2024/1/25 2:22:51.799,1.9,78.831,41.248,,
2024/1/25 2:6:19.476,2.2,78.794,41.283,,
2024/1/25 1:57:12.637,2.1,78.58,41.118,,
2024/1/25 1:48:57.349,3.7,78.645,41.087,,
2024/1/25 1:46:28.261,2,78.531,41.12,,
2024/1/25 1:32:44.612,1.9,78.649,41.076,,
2024/1/25 1:31:41.121,2,78.69,40.984,,
2024/1/25 1:28:20.735,1.9,78.706,41.297,,
2024/1/25 1:16:16.797,3.2,78.584,41.154,,
2024/1/25 1:14:26.426,3.3,78.676,41.07,,
2024/1/25 1:2:35.514,2,78.716,41.412,,
2024/1/25 0:57:29.529,2,78.931,41.373,,
2024/1/25 0:56:12.749,2.1,78.618,41.095,,
2024/1/25 0:52:13.215,2.5,78.761,41.315,,
2024/1/25 0:42:44.448,3.2,78.656,41.15,,
2024/1/25 0:38:39.244,3.6,78.643,41.068,,
2024/1/25 0:32:44.822,3.7,78.639,41.078,,
2024/1/25 0:28:15.416,2,78.834,41.196,,
2024/1/25 0:26:13.312,1.9,78.634,41.085,,
2024/1/25 0:20:3.013,3.8,78.652,41.088,,
2024/1/25 0:19:36.513,2,78.627,41.165,,
2024/1/25 0:10:47.831,2,78.917,41.271,,
2024/1/24 23:57:6.937,3,78.67,41.08,,
2024/1/24 23:54:5.555,2.2,78.715,41.299,,
2024/1/24 23:51:45.059,2.6,78.743,41.332,,
2024/1/24 23:48:57.601,2.6,78.576,41.098,,
2024/1/24 23:37:58.321,2.9,78.657,41.039,,
2024/1/24 23:35:16.006,2.1,83.082,42.706,,
2024/1/24 23:24:34.336,2.3,78.582,41.059,,
2024/1/24 23:23:54.469,2.2,78.653,40.991,,
2024/1/24 23:21:15.05,3.4,78.564,40.99,,
2024/1/24 23:12:39.937,2.2,78.794,41.104,,
2024/1/24 23:4:16.022,4.2,78.592,41.08,,
2024/1/24 23:1:11.589,4.5,78.636,41.169,,
2024/1/24 23:0:46.923,3,78.47,41.066,,
2024/1/24 22:55:14.558,2,78.662,41.027,,
2024/1/24 22:45:47.529,2.1,78.658,41.283,,
2024/1/24 22:33:17.999,2.9,78.71,41.458,,
2024/1/24 22:28:55.135,2.8,78.933,41.357,,
2024/1/24 22:24:9.75,2.2,78.794,41.33,,
2024/1/24 22:22:2.165,2.1,78.639,41.111,,
2024/1/24 21:30:50.145,2.2,78.744,41.242,,
2024/1/24 21:21:25.894,3.2,78.663,41.026,,
2024/1/24 21:19:48.735,2.2,78.533,41.122,,
2024/1/24 21:8:52.066,1.9,78.61,41.094,,
2024/1/24 21:4:37.168,2.3,78.838,41.315,,
2024/1/24 20:57:42.301,2.4,78.604,41.165,,
2024/1/24 20:55:41.753,2.1,78.632,41.103,,
2024/1/24 20:53:18.016,1.9,83.849,37.684,,
2024/1/24 20:47:34.101,2.5,78.574,41.125,,
2024/1/24 20:46:35.13,2.2,78.626,41.128,,
2024/1/24 20:45:6.836,2.2,78.966,41.358,,
2024/1/24 20:40:43.959,1.9,78.75,41.329,,
2024/1/24 20:40:4.656,2.1,79.65,35.903,,
2024/1/24 20:36:26.564,3.6,78.794,41.291,,
2024/1/24 20:33:4.464,3.4,78.788,41.309,,
2024/1/24 20:30:21.188,2.5,78.605,41.089,,
2024/1/24 20:26:43.296,3.4,78.611,41.147,,
2024/1/24 20:24:50.648,1.9,78.793,40.72,,
2024/1/24 20:24:19.862,2,78.759,41.269,,
2024/1/24 20:12:46.832,2.8,78.664,41.095,,
2024/1/24 20:10:39.078,2.8,78.776,41.257,,
2024/1/24 20:3:38.576,1.9,78.746,41.255,,
2024/1/24 19:55:36.908,2,78.664,40.967,,
2024/1/24 19:53:2.987,2.7,78.661,41.068,,
2024/1/24 19:43:53.474,1.9,78.761,41.234,,
2024/1/24 19:39:56.694,2.2,78.755,41.279,,
2024/1/24 19:36:53.02,1.9,78.811,41.267,,
2024/1/24 19:24:24.933,1.9,78.806,41.275,,
2024/1/24 19:23:40.519,2.3,78.753,41.297,,
2024/1/24 19:21:50.629,1.9,78.708,40.974,,
2024/1/24 19:9:24.033,2.3,78.616,41.104,,
2024/1/24 19:3:0.945,3.2,78.861,41.261,,
2024/1/24 19:2:27.035,1.9,78.739,41.275,,
2024/1/24 18:54:8.492,1.9,78.685,41.08,,
2024/1/24 18:54:3.929,2.2,83.46,43.454,,
2024/1/24 18:50:40.091,3,78.633,41.074,,
2024/1/24 18:49:25.831,2,78.799,41.254,,
2024/1/24 18:48:42.059,2,78.587,40.883,,
2024/1/24 18:45:9.192,2.2,78.635,41.081,,
2024/1/24 18:43:23.28,1.9,78.634,41.119,,
2024/1/24 18:40:47.118,2.8,78.63,41.091,,
2024/1/24 18:20:4.159,2.4,78.495,40.932,,
2024/1/24 18:19:22.87,2,78.693,41.119,,
2024/1/24 18:13:4.945,3.5,78.666,41.144,,
2024/1/24 18:9:48.369,2.2,78.596,41.177,,
2024/1/24 18:4:10.9,3.2,78.654,41.061,,
2024/1/24 18:2:1.134,2.8,78.618,41.121,,
2024/1/24 18:1:4.131,2,78.509,41.08,,
2024/1/24 17:57:45.952,2.4,78.628,41.147,,
2024/1/24 17:56:42.786,2.5,78.651,41.041,,
2024/1/24 17:54:31.785,2.7,78.642,41.043,,
2024/1/24 17:52:53.236,2.9,78.57,41.105,,
2024/1/24 17:50:19.806,1.9,78.66,41.059,,
2024/1/24 17:44:50.769,2.8,78.793,41.338,,
2024/1/24 17:43:12.597,4,78.59,41.121,,
2024/1/24 17:32:52.856,2.4,78.744,41.156,,
2024/1/24 17:30:23.042,3.7,78.767,41.134,,
2024/1/24 17:30:9.298,2.7,78.6,41.32,,
2024/1/24 17:29:11.699,2,78.79,41.273,,
2024/1/24 17:27:48.334,2.6,78.597,41.125,,
2024/1/24 17:21:34.038,1.9,78.618,41.066,,
2024/1/24 17:16:38.732,2.9,78.653,41.111,,
2024/1/24 17:16:18.456,1.9,78.534,41.123,,
2024/1/24 17:10:30.392,2.1,78.598,41.121,,
2024/1/24 16:55:12.241,3,78.649,41.11,,
2024/1/24 16:43:46.905,2.1,78.591,41.259,,
2024/1/24 16:40:33.15,2.2,78.709,40.938,,
2024/1/24 16:39:34.318,2.2,78.671,41.064,,
2024/1/24 16:29:19.906,2,78.659,41.065,,
2024/1/24 16:18:56.749,1.9,88.057,43.682,,
2024/1/24 16:16:44.895,2.5,78.801,41.343,,
2024/1/24 16:16:18.194,2.1,78.67,41.21,,
2024/1/24 16:11:41.562,2,78.668,41.053,,
2024/1/24 16:10:35.528,2.4,78.751,41.311,,
2024/1/24 16:6:53.276,2.3,78.544,41.265,,
2024/1/24 16:3:51.591,4,78.637,41.082,,
2024/1/24 16:2:1.567,2.4,78.708,41.191,,
2024/1/24 15:53:38.793,2.9,78.576,41.122,,
2024/1/24 15:50:57.994,2.3,78.995,41.311,,
2024/1/24 15:47:56.809,2.8,78.93,41.363,,
2024/1/24 15:47:8.472,2.1,78.925,41.499,,
2024/1/24 15:45:18.858,3.2,78.65,41.073,,
2024/1/24 15:36:39.863,2.6,78.619,41.212,,
2024/1/24 15:35:22.502,3.3,78.619,41.227,,
2024/1/24 15:34:16.153,2.9,78.628,41.171,,
2024/1/24 15:33:39.013,2.3,78.616,41.223,,
2024/1/24 15:27:42.364,2,78.611,41.147,,
2024/1/24 15:20:27.883,2.9,78.645,41.176,,
2024/1/24 15:12:50.261,2.3,78.823,41.249,,
2024/1/24 15:10:7.429,2.8,78.644,41.07,,
2024/1/24 15:4:13.777,3.6,78.623,41.108,,
2024/1/24 14:51:16.613,3.6,78.742,41.179,,
2024/1/24 14:48:29.326,2.7,78.569,41.103,,
2024/1/24 14:42:7.162,2.9,78.685,41.081,,
2024/1/24 14:39:46.146,1.9,78.624,41.087,,
2024/1/24 14:29:31.595,3.9,78.816,41.212,,
2024/1/24 14:18:27.251,1.9,78.676,41.124,,
2024/1/24 14:10:39.235,3.2,78.604,41.164,,
2024/1/24 14:5:49.992,3.5,78.591,41.124,,
2024/1/24 14:2:41.924,2,78.787,41.337,,
2024/1/24 13:58:59.094,2.5,78.589,41.166,,
2024/1/24 13:56:30.704,2.1,78.619,41.086,,
2024/1/24 13:36:34.077,2.5,78.841,41.284,,
2024/1/24 13:30:38.304,2.1,78.769,41.215,,
2024/1/24 13:22:3.493,2,78.89,41.374,,
2024/1/24 13:14:32.397,3.2,78.639,41.078,,
2024/1/24 13:11:27.141,3,78.622,41.045,,
2024/1/24 12:58:15.826,3.7,78.68,41.08,,
2024/1/24 12:48:25.138,2.8,78.639,41.086,,
2024/1/24 12:43:33.389,2.6,78.713,41.245,,
2024/1/24 12:39:45.169,2.7,78.62,41.11,,
2024/1/24 12:38:59.93,2,78.604,41.052,,
2024/1/24 12:29:4.225,2.2,78.683,40.938,,
2024/1/24 12:20:41.876,2,78.574,41.137,,
2024/1/24 12:17:30.016,2.9,77.05,40.406,,
2024/1/24 12:5:28.063,2.4,78.627,41.131,,
2024/1/24 11:56:21.507,3.8,78.618,41.078,,
2024/1/24 11:54:45.723,2.5,78.772,41.221,,
2024/1/24 11:52:15.483,2.1,78.723,41.342,,
2024/1/24 11:45:55.557,2.3,78.744,40.862,,
2024/1/24 11:38:24.134,2.3,78.557,41.123,,
2024/1/24 11:37:40.575,2,78.482,41.057,,
2024/1/24 11:34:58.363,2.1,78.519,41.17,,
2024/1/24 11:34:38.815,2.2,78.8,41.311,,
2024/1/24 11:33:45.35,2.6,78.653,41.067,,
2024/1/24 11:31:7.078,1.9,78.669,40.984,,
2024/1/24 11:24:48.604,3.4,78.635,41.121,,
2024/1/24 11:23:1.432,2.9,78.653,41.04,,
2024/1/24 11:14:47.992,2.3,78.77,41.344,,
2024/1/24 11:10:37.998,2.5,78.849,41.277,,
2024/1/24 11:5:14.389,1.9,78.678,41.04,,
2024/1/24 10:53:53.813,4.2,78.617,41.059,,
2024/1/24 10:51:39.372,2.7,78.596,41.115,,
2024/1/24 10:46:30.173,2.8,78.954,41.352,,
2024/1/24 10:44:46.939,2.3,78.75,41.327,,
2024/1/24 10:43:55.638,2.6,78.799,41.261,,
2024/1/24 10:43:48.516,2.4,78.324,41.085,,
2024/1/24 10:42:15.626,2.1,78.743,41.047,,
2024/1/24 10:33:44.766,2,78.745,41.333,,
2024/1/24 10:26:45.445,1.8,78.864,41.255,,
2024/1/24 10:19:59.089,2.3,78.773,41.196,,
2024/1/24 10:16:31.02,4.1,78.67,41.124,,
2024/1/24 10:15:1.951,3.3,78.47,41.021,,
2024/1/24 10:11:36.202,2,78.619,41.106,,
2024/1/24 10:8:13.562,2.4,78.587,41.122,,
2024/1/24 10:7:50.582,2.7,78.814,41.301,,
2024/1/24 10:6:15.826,2,78.672,41.044,,
2024/1/24 10:2:52.618,3.4,78.831,41.223,,
2024/1/24 9:59:13.148,3.7,78.799,41.302,,
2024/1/24 9:44:51.389,3,78.72,41.334,,
2024/1/24 9:44:32.509,2.2,78.66,41.059,,
2024/1/24 9:38:25.057,2.2,78.793,41.255,,
2024/1/24 9:35:12.017,4.3,78.8,41.295,,
2024/1/24 9:32:56.516,1.9,78.735,41.146,,
2024/1/24 9:27:47.892,2.5,78.659,41.059,,
2024/1/24 9:20:31.525,2,78.537,41.076,,
2024/1/24 9:13:47.133,2.5,78.683,40.994,,
2024/1/24 9:7:18.856,2,78.77,41.234,,
2024/1/24 9:5:47.201,2.9,78.84,41.273,,
2024/1/24 9:5:11.346,1.9,78.718,41.164,,
2024/1/24 9:3:59.953,2.5,78.804,41.299,,
2024/1/24 9:0:7.177,2.1,78.561,41.108,,
2024/1/24 8:58:29.448,1.9,78.93,41.363,,
2024/1/24 8:51:29.775,2.9,78.772,41.13,,
2024/1/24 8:50:41.059,2.3,78.591,41.084,,
2024/1/24 8:49:59.201,2.1,78.75,41.317,,
2024/1/24 8:49:2.167,2.3,78.669,41.019,,
2024/1/24 8:44:40.543,2.5,78.618,41.131,,
2024/1/24 8:41:47.646,2.5,78.652,41.055,,
2024/1/24 8:39:33.06,2.7,78.613,41.169,,
2024/1/24 8:32:32.97,3.4,78.655,41.044,,
2024/1/24 8:21:34.519,2.1,78.585,41.057,,
2024/1/24 8:15:10.309,2.2,78.607,41.064,,
2024/1/24 8:14:11.026,2.8,78.746,41.162,,
2024/1/24 8:5:10.029,1.9,78.672,41.152,,
2024/1/24 8:0:49.635,1.9,78.474,41.06,,
2024/1/24 7:54:36.767,3.8,78.622,41.127,,
2024/1/24 7:49:53.989,4.2,78.551,41.117,,
2024/1/24 7:47:2.887,2.5,78.8,41.295,,
2024/1/24 7:45:10.561,2.2,78.614,41.08,,
2024/1/24 7:37:10.554,2.2,78.662,41.07,,
2024/1/24 7:35:54.479,1.9,78.599,41.14,,
2024/1/24 7:32:59.843,2.2,78.552,40.693,,
2024/1/24 7:27:37.076,4,78.892,41.233,,
2024/1/24 7:21:2.845,3.5,78.798,41.277,,
2024/1/24 7:10:21.353,2.2,78.856,41.176,,
2024/1/24 7:6:48.915,2.5,78.697,40.904,,
2024/1/24 7:4:51.603,2.4,78.468,41.097,,
2024/1/24 6:57:52.585,1.9,78.84,41.067,,
2024/1/24 6:44:19.815,3,78.634,41.086,,
2024/1/24 6:42:34.994,3.4,78.67,41.123,,
2024/1/24 6:39:42.26,3.3,78.676,41.071,,
2024/1/24 6:30:17.682,4,78.855,41.163,,
2024/1/24 6:26:6.982,3.2,78.642,41.089,,
2024/1/24 6:23:23.968,3.8,78.618,41.106,,
2024/1/24 6:21:17.239,2.8,78.712,41.325,,
2024/1/24 6:13:15.408,1.8,78.532,41.126,,
2024/1/24 6:3:45.301,3.4,78.637,41.081,,
2024/1/24 5:55:19.619,3,78.794,41.32,,
2024/1/24 5:50:42.344,4.3,78.802,41.266,,
2024/1/24 5:49:45.654,3.6,78.681,41.076,,
2024/1/24 5:47:1.806,3,78.641,41.076,,
2024/1/24 5:44:45.845,3.1,78.604,41.081,,
2024/1/24 5:40:33.305,2.5,78.595,41.172,,
2024/1/24 5:39:48.77,2.8,78.642,41.065,,
2024/1/24 5:36:19.33,1.9,78.688,40.943,,
2024/1/24 5:32:22.739,3.3,78.589,41.081,,
2024/1/24 5:29:2.676,2,78.61,41.228,,
2024/1/24 5:26:50.653,2,78.763,41.311,,
2024/1/24 5:23:28.159,2.1,78.575,41.134,,
2024/1/24 5:19:8.47,2.2,78.717,41.131,,
2024/1/24 5:17:5.179,2.7,85.794,43.89,,
2024/1/24 5:0:43.951,2.3,78.617,41.086,,
2024/1/24 4:56:53.345,2,78.781,40.819,,
2024/1/24 4:50:36.142,2.5,78.612,41.203,,
2024/1/24 4:48:8.391,2.6,78.756,41.313,,
2024/1/24 4:47:34.172,2.3,78.701,40.915,,
2024/1/24 4:44:16.05,2.8,78.582,41.084,,
2024/1/24 4:38:10.524,5.4,78.668,41.069,,
2024/1/24 4:33:18.969,2.3,78.968,41.352,,
2024/1/24 4:23:56.633,1.9,78.853,41.277,,
2024/1/24 4:20:46.426,3.7,78.677,41.044,,
2024/1/24 4:19:28.022,2,78.584,41.125,,
2024/1/24 4:16:5.177,2.6,78.453,41.09,,
2024/1/24 4:14:25.78,1.9,78.567,41.102,,
2024/1/24 4:11:33.186,1.9,78.422,41.066,,
2024/1/24 4:7:1.842,3.5,78.564,41.101,,
2024/1/24 3:58:56.024,2.1,78.627,41.223,,
2024/1/24 3:54:53.908,2.6,78.669,41.061,,
2024/1/24 3:53:34.673,2,78.704,40.882,,
2024/1/24 3:49:25.122,2.6,78.431,41.084,,
2024/1/24 3:45:29.052,2.4,78.412,41.126,,
2024/1/24 3:40:14.125,3.9,78.447,41.124,,
2024/1/24 3:38:43.856,3.8,78.641,41.087,,
2024/1/24 3:31:9.012,2.6,78.664,41.077,,
2024/1/24 3:29:28.04,2,78.596,41.275,,
2024/1/24 3:27:8.544,3.5,78.622,41.112,,
2024/1/24 3:20:6.934,3.9,78.801,41.264,,
2024/1/24 3:11:35.905,4.1,78.75,41.238,,
2024/1/24 3:8:48.067,2.5,78.592,41.125,,
2024/1/24 3:6:11.599,1.9,78.791,41.298,,
2024/1/24 3:2:58.524,2.3,78.687,41.07,,
2024/1/24 2:56:47.432,2.4,78.933,41.313,,
2024/1/24 2:56:13.187,2.2,78.555,41.066,,
2024/1/24 2:54:38.197,2.1,78.732,40.993,,
2024/1/24 2:50:7.616,3.3,78.699,41.162,,
2024/1/24 2:43:35.146,2.7,78.648,41.085,,
2024/1/24 2:27:48.213,3.2,78.8,41.284,,
2024/1/24 2:27:21.892,2.6,78.65,41.058,,
2024/1/24 2:8:56.154,3.1,78.644,41.095,,
2024/1/24 2:0:8.473,3.3,78.715,41.096,,
2024/1/24 1:58:4.22,1.9,78.633,41.1,,
2024/1/24 1:54:7.094,3.2,78.624,41.124,,
2024/1/24 1:48:45.13,3.9,78.167,40.833,,
2024/1/24 1:46:32.686,2.3,78.74,41.329,,
2024/1/24 1:31:29.257,2.1,78.629,41.094,,
2024/1/24 1:27:33.019,2.5,78.721,40.999,,
2024/1/24 1:17:45.654,3,78.621,41.104,,
2024/1/24 1:8:33.91,3.2,78.774,41.129,,
2024/1/24 1:1:7.636,2.3,78.812,41.403,,
2024/1/24 0:50:48.979,2.9,78.61,41.118,,
2024/1/24 0:47:36.783,2,78.879,41.331,,
2024/1/24 0:42:53.74,2,78.989,40.861,,
2024/1/24 0:33:20.452,2.4,78.718,41.334,,
2024/1/24 0:31:39.34,2,78.857,41.358,,
2024/1/24 0:29:17.627,1.9,78.698,41.329,,
2024/1/24 0:28:27.803,2,78.778,40.841,,
2024/1/24 0:26:7.346,2,78.572,41.108,,
2024/1/24 0:24:54.525,1.9,78.547,41.08,,
2024/1/24 0:23:49.457,1.9,81.041,42.918,,
2024/1/24 0:19:59.34,2,78.482,41.016,,
2024/1/24 0:17:8.092,2.3,78.576,41.251,,
2024/1/24 0:13:50.768,2.1,78.928,41.326,,
2024/1/24 0:12:19.131,2.3,78.783,41.338,,
2024/1/24 0:11:22.977,1.9,78.732,41.199,,
2024/1/24 0:2:48.054,2.9,88.744,43.316,,
2024/1/24 0:1:58.833,2.7,78.527,41.119,,
2024/1/23 23:58:51.996,2.6,78.752,41.306,,
2024/1/23 23:52:4.854,2.8,78.73,41.299,,
2024/1/23 23:41:15.975,2.3,78.87,41.274,,
2024/1/23 23:36:55.712,2.6,78.611,41.094,,
2024/1/23 23:31:16.027,2.4,78.752,41.333,,
2024/1/23 23:30:19.385,4.7,83.959,40.938,,
2024/1/23 23:19:48.155,2.2,78.638,41.11,,
2024/1/23 23:9:4.582,2.8,78.791,41.308,,
2024/1/23 23:7:37.401,2.4,78.531,41.001,,
2024/1/23 22:48:21.948,2.8,78.833,41.216,,
2024/1/23 22:46:15.913,2.3,78.551,41.12,,
2024/1/23 22:41:31.296,2.1,78.573,41.147,,
2024/1/23 22:38:53.307,2.2,78.76,41.274,,
2024/1/23 22:37:43.484,2.5,78.634,41.129,,
2024/1/23 22:34:31.687,2.3,78.609,41.104,,
2024/1/23 22:30:37.131,2.1,78.761,41.309,,
2024/1/23 22:28:26.546,2.3,78.704,41.145,,
2024/1/23 22:26:47.322,2,78.569,41.085,,
2024/1/23 22:23:28.692,2.3,78.879,41.369,,
2024/1/23 22:10:55.157,2.5,77.891,40.183,,
2024/1/23 22:8:51.307,3.9,78.687,41.091,,
2024/1/23 22:8:26.513,3,78.628,41.183,,
2024/1/23 22:7:35.548,2.6,78.605,41.082,,
2024/1/23 21:59:57.659,2.7,78.582,41.208,,
2024/1/23 21:56:41.225,2.1,78.689,36.7,,
2024/1/23 21:55:10.973,2.8,78.618,41.131,,
2024/1/23 21:54:15.256,2.2,78.672,41.096,,
2024/1/23 21:47:8.474,4.1,78.625,41.163,,
2024/1/23 21:45:1.842,2.3,78.795,41.28,,
2024/1/23 21:42:44.923,2.3,78.758,41.269,,
2024/1/23 21:38:47.868,2,78.982,41.317,,
2024/1/23 21:37:33.035,2.6,78.72,41.271,,
2024/1/23 21:35:55.898,2.1,78.795,41.244,,
2024/1/23 21:26:30.279,3,78.725,41.026,,
2024/1/23 21:26:5.641,2.2,78.774,41.206,,
2024/1/23 21:23:23.456,2.1,78.763,40.886,,
2024/1/23 21:21:37.782,2.6,78.603,41.097,,
2024/1/23 21:17:17.479,2.2,78.79,41.341,,
2024/1/23 21:15:36.107,3.5,78.614,41.128,,
2024/1/23 21:13:25.134,2.3,78.57,41.115,,
2024/1/23 21:0:41.393,2,78.552,41.164,,
2024/1/23 20:52:2.856,1.9,78.641,41.166,,
2024/1/23 20:51:9.402,2.2,78.581,41.139,,
2024/1/23 20:48:29.731,3,78.723,41,,
2024/1/23 20:48:8.58,2.2,78.733,41.285,,
2024/1/23 20:45:15.323,3.1,78.637,41.171,,
2024/1/23 20:43:18.767,2.1,79.189,41.081,,
2024/1/23 20:40:21.443,2,78.764,41.266,,
2024/1/23 20:39:32.593,2.1,78.777,41.316,,
2024/1/23 20:36:52.841,2.3,78.611,41.193,,
2024/1/23 20:34:32.45,1.9,78.596,41.179,,
2024/1/23 20:31:20.931,2.3,78.863,41.269,,
2024/1/23 20:28:30.293,2.1,78.634,41.045,,
2024/1/23 20:24:53.668,3.5,78.572,41.088,,
2024/1/23 20:22:3.485,3.7,78.779,41.245,,
2024/1/23 20:18:17.622,2.7,78.635,41.076,,
2024/1/23 20:15:44.914,2.4,78.655,41.153,,
2024/1/23 20:14:19.014,2.6,78.759,41.322,,
2024/1/23 20:9:16.575,4.7,78.924,41.297,,
2024/1/23 20:6:48.468,2.4,82.368,43.594,,
2024/1/23 20:5:36.555,3.5,78.681,41.079,,
2024/1/23 19:59:57.928,3.2,78.656,41.134,,
2024/1/23 19:58:25.376,2.9,78.722,41.179,,
2024/1/23 19:57:10.209,2,78.564,41.128,,
2024/1/23 19:56:48.961,2.1,78.768,41.313,,
2024/1/23 19:52:26.319,3.2,78.91,41.301,,
2024/1/23 19:46:4.03,2.5,78.545,41.041,,
2024/1/23 19:43:15.657,2.3,75.602,39.12,,
2024/1/23 19:43:12.95,2.5,78.984,40.963,,
2024/1/23 19:39:37.328,2.8,78.866,41.297,,
2024/1/23 19:31:32.344,3.6,78.669,41.051,,
2024/1/23 19:31:5.369,2.2,78.63,41.066,,
2024/1/23 19:25:29.084,1.8,78.613,41.206,,
2024/1/23 19:24:5.533,2,78.661,41.105,,
2024/1/23 19:20:0.398,2.7,83.804,41.403,,
2024/1/23 19:18:50.625,3.2,78.626,41.316,,
2024/1/23 19:18:9.321,2.1,78.702,41.017,,
2024/1/23 19:16:8.48,1.9,78.96,40.916,,
2024/1/23 19:10:41.853,2.3,78.788,41.295,,
2024/1/23 19:6:51.277,4.2,78.876,41.307,,
2024/1/23 19:5:55.648,1.8,78.799,41.285,,
2024/1/23 18:57:34.485,2.2,78.721,41.273,,
2024/1/23 18:54:25.53,2.5,78.655,41.078,,
2024/1/23 18:52:45.636,2.4,78.671,41.5,,
2024/1/23 18:51:23.98,2.6,78.771,41.26,,
2024/1/23 18:50:32.22,2.1,78.698,41.018,,
2024/1/23 18:45:14.653,2.2,78.579,41.182,,
2024/1/23 18:42:18.687,2.5,78.907,41.469,,
2024/1/23 18:37:14.274,2,78.76,41.288,,
2024/1/23 18:29:10.916,2.8,78.953,41.44,,
2024/1/23 18:28:7.32,2.5,78.686,41.301,,
2024/1/23 18:22:50.324,2.2,78.679,40.945,,
2024/1/23 18:18:34.512,2.3,78.62,41.12,,
2024/1/23 18:17:30.437,2.4,78.616,41.103,,
2024/1/23 18:16:32.494,2.1,78.674,41.095,,
2024/1/23 18:11:50.113,2.7,78.567,41.136,,
2024/1/23 18:10:26.178,2.2,78.847,40.825,,
2024/1/23 18:9:30.574,2.4,78.77,40.984,,
2024/1/23 18:5:55.936,3.7,78.656,41.131,,
2024/1/23 18:2:43.317,1.8,78.619,40.755,,
2024/1/23 18:1:7.765,2.5,78.603,41.104,,
2024/1/23 17:54:2.603,2.4,78.803,41.225,,
2024/1/23 17:47:18.296,3.8,78.675,41.07,,
2024/1/23 17:46:54.549,1.9,78.606,41.065,,
2024/1/23 17:46:2.812,2.5,78.657,41.095,,
2024/1/23 17:41:50.845,2.1,78.908,41.367,,
2024/1/23 17:40:20.996,3.2,78.651,41.062,,
2024/1/23 17:38:34.668,2.9,78.576,41.139,,
2024/1/23 17:32:37.305,3.1,78.918,41.301,,
2024/1/23 17:24:48.565,4.3,78.813,41.312,,
2024/1/23 17:23:20.133,4.4,78.623,41.099,,
2024/1/23 17:21:31.052,2.5,78.727,41.306,,
2024/1/23 17:18:56.346,2.9,78.592,41.106,,
2024/1/23 17:18:25.857,2,78.826,40.895,,
2024/1/23 17:17:58.593,3.4,84.983,46.778,,
2024/1/23 17:17:36.365,2,78.73,41.421,,
2024/1/23 17:15:35.685,2.5,78.776,41.302,,
2024/1/23 17:13:7.326,3,78.711,41.291,,
2024/1/23 17:10:10.616,4.1,78.653,41.084,,
2024/1/23 17:7:9.585,4.7,78.678,41.09,,
2024/1/23 16:56:38.039,2.9,78.528,40.895,,
2024/1/23 16:55:14.936,2.3,78.284,40.999,,
2024/1/23 16:53:8.468,2.6,78.619,41.175,,
2024/1/23 16:47:44.674,2.5,78.428,40.978,,
2024/1/23 16:41:26.651,3,78.954,41.352,,
2024/1/23 16:39:50.617,2.3,78.754,41.354,,
2024/1/23 16:37:39.022,3,78.609,41.112,,
2024/1/23 16:35:31.451,2.5,83.748,43.951,,
2024/1/23 16:31:32.803,3.6,78.648,41.148,,
2024/1/23 16:16:19.385,2.3,78.705,40.926,,
2024/1/23 16:8:37.741,2.5,78.611,41.106,,
2024/1/23 16:5:35.48,2.5,77.961,40.766,,
2024/1/23 16:2:25.55,2.5,78.501,40.762,,
2024/1/23 15:59:5.311,1.9,78.684,41.076,,
2024/1/23 15:56:50.707,2,79.231,40.81,,
2024/1/23 15:56:1.446,2.2,78.81,41.412,,
2024/1/23 15:53:16.952,3.3,78.615,41.148,,
2024/1/23 15:52:43.419,2.2,78.538,41.088,,
2024/1/23 15:49:16.442,2.2,78.782,41.217,,
2024/1/23 15:47:27.574,2,78.799,41.252,,
2024/1/23 15:45:7.825,2.2,78.736,41.347,,
2024/1/23 15:43:59.492,2.6,78.638,41.168,,
2024/1/23 15:42:14.935,2,78.614,41.147,,
2024/1/23 15:39:40.086,2.2,78.61,41.146,,
2024/1/23 15:38:11.466,2.7,78.638,41.082,,
2024/1/23 15:33:47.013,2.4,78.53,40.964,,
2024/1/23 15:31:50.42,3.5,78.675,41.046,,
2024/1/23 15:31:9.386,2,78.664,41.181,,
2024/1/23 15:19:16.812,4.1,78.576,41.098,,
2024/1/23 15:15:56.22,3.1,78.611,41.101,,
2024/1/23 15:15:8.695,2.5,78.882,41.237,,
2024/1/23 15:12:20.061,3.4,78.574,41.099,,
2024/1/23 15:10:25.844,2.4,78.615,41.125,,
2024/1/23 15:6:36.326,3.9,78.596,41.087,,
2024/1/23 15:2:18.059,2.7,78.69,41.082,,
2024/1/23 15:0:7.279,2.1,78.572,41.223,,
2024/1/23 14:56:21.907,3.2,78.621,41.095,,
2024/1/23 14:54:49.981,3,78.979,41.432,,
2024/1/23 14:53:24.329,3.5,78.646,41.114,,
2024/1/23 14:50:37.792,3.1,78.701,41.148,,
2024/1/23 14:48:23.333,2.7,78.637,41.081,,
2024/1/23 14:47:18.67,2.1,78.53,41.036,,
2024/1/23 14:45:24.528,3.6,78.774,41.292,,
